"id","title","test case id","author","assignee","actual result","status","milestone","severity","external issues","attachments"
"1","Cadastro de Usuário","9","Daniel Baeta","Unassigned","Deixou criar, como foram duas senhas diferentes foi testando com as duas e deixou entrar no sistema com a segunda","Open","","Not set","","https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/c97ba8b33111750017796cdd945756c7d97c905d/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/65a067458087a54b06f0fb88306ab2af31d59185/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/4bd7edaf0847e546d8ffcaeeb3b67d163a6eb3e6/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/707d51326137f447a561d811d49c3591c376bfcb/imagem_2021-08-30_221755.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/9de4e7c066da49f236a42dba7b59f85bac7cb91b/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/1656051e19d1edcbf7ef602a0cd5c204dc4b1257/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/6903842bd543908baa7061f0ab02e8e2ea805e8b/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/bf072e7d25727ca940875a8669188d27847ab7e7/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/41a038ce51fa55f71f9b9e5d26f9dc746e2db87c/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/8bf17cd65ee404ec23b12f41c6382acf783e0bd1/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/8db0f6deb88829e41529133ef169b812e4b0a226/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/7ae013ce26baccf7dae225785f965647774efc79/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/251beb347a6ecdce04849142d1947b5920d8e584/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/5a2be14ebaaab1296f34111627032abc463689e9/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/ddb59210127b9f6afed2f22adc2366d9c65656b6/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/5d7d3ce6882dd0b8750ce07df0035c1c6fadbac0/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/a8eeb0f36158049ba12de876ffe843fe3935b815/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/1ad3a7749c66f2b9e03e25a89c533389f0f9110d/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/961de7b054f7ac5c26d6d7efe7fab7f0115d95fa/image.png
https://d2cxucsjd6xvsd.cloudfront.net/public/team/5b2ce49b246ed40c97b7ace87e63e5347317542c/attachment/cd4aaf3122c67a8dd2035c2258996693f639f1b1/imagem_2021-08-30_221652.png"
